1 ('abaga_sil-1966', '2009_DOG') 2
431 ('anjam_zgraggen-1980-raicoast', '677_AXE') 2
432 ('anjam_zgraggen-1980-raicoast', '700_CARRY') 2
433 ('anjam_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
434 ('anjam_zgraggen-1980-raicoast', '908_DRUM') 3
435 ('anjam_zgraggen-1980-raicoast', '970_COCONUT') 3
436 ('anjam_zgraggen-1980-raicoast', '977_ARROW') 4
437 ('anjam_zgraggen-1980-raicoast', '981_ELBOW') 2
438 ('ankave_lloyd-1973', '156_RED') 2
439 ('ankave_lloyd-1973', '2457_PATH_OR_ROAD') 2
440 ('ankave_lloyd-1973', '2638_FISHING') 2
441 ('ankave_lloyd-1973', '670_ROOT') 2
442 ('ansus_voorhoeve-1975', '906_TREE') 2
443 ('ap-ma-kambaramba_abbott1985', '1336_EAT') 2
444 ('ap-ma-kambaramba_abbott1985', '1403_BITE') 3
445 ('ap-ma-kambaramba_abbott1985', '1433_HIT') 2
446 ('ap-ma-kambaramba_abbott1985', '977_ARROW') 2
447 ('ap-ma_sil-1975k', '1035_GOOD') 2
448 ('ap-ma_sil-1975k', '1209_I') 2
449 ('ap-ma_sil-1975k', '1401_DRINK') 2
450 ('ap-ma_sil-1975k', '1439_SWIM') 2
451 ('ap-ma_sil-1975k', '1493_ONE') 2
452 ('ap-ma_sil-1975k', '1519_RUN') 2
453 ('ap-ma_sil-1975k', '1554_MAN') 2
454 ('ap-ma_sil-1975k', '156_RED') 2
455 ('ap-ma_sil-1975k', '2098_FOOT_OR_LEG') 2
456 ('ap-ma_sil-1975k', '503_FROG') 2
457 ('ap-ma_sil-1975k', '671_SAND') 2
458 ('ap-ma_sil-1975k', '817_THEY') 2
459 ('apali_zgraggen-1980-sadelbert', '1035_GOOD') 2
460 ('apali_zgraggen-1980-sadelbert', '1220_TAIL') 3
461 ('apali_zgraggen-1980-sadelbert', '1268_YES') 2
462 ('apali_zgraggen-1980-sadelbert', '1313_MOON') 2
463 ('apali_zgraggen-1980-sadelbert', '1318_CHICKEN') 2
464 ('apali_zgraggen-1980-sadelbert', '1335_WHITE') 2
465 ('apali_zgraggen-1980-sadelbert', '1352_KNIFE') 2
466 ('apali_zgraggen-1980-sadelbert', '1408_HEAR') 2
467 ('apali_zgraggen-1980-sadelbert', '1442_STAND') 2
468 ('apali_zgraggen-1980-sadelbert', '1443_WALK') 2
469 ('apali_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 4
470 ('apali_zgraggen-1980-sadelbert', '156_RED') 2
471 ('apali_zgraggen-1980-sadelbert', '1592_CHEST') 2
472 ('apali_zgraggen-1980-sadelbert', '1726_WET') 2
473 ('apali_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
474 ('apali_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
475 ('apali_zgraggen-1980-sadelbert', '262_HE_OR_SHE_OR_IT') 2
476 ('apali_zgraggen-1980-sadelbert', '2638_FISHING') 2
477 ('apali_zgraggen-1980-sadelbert', '2708_TALK') 2
478 ('apali_zgraggen-1980-sadelbert', '343_VINE') 2
479 ('apali_zgraggen-1980-sadelbert', '351_TARO') 2
480 ('apali_zgraggen-1980-sadelbert', '410_YAM') 2
481 ('apali_zgraggen-1980-sadelbert', '470_POSSUM') 2
482 ('apali_zgraggen-1980-sadelbert', '700_CARRY') 2
483 ('apali_zgraggen-1980-sadelbert', '725_OLD_PERSON') 2
484 ('apali_zgraggen-1980-sadelbert', '730_SNAKE') 2
485 ('apali_zgraggen-1980-sadelbert', '744_EGG') 2
486 ('apali_zgraggen-1980-sadelbert', '778_SMOKE_EXHAUST') 2
487 ('apali_zgraggen-1980-sadelbert', '834_BUTTOCKS') 2
488 ('apali_zgraggen-1980-sadelbert', '857_STONE') 2
489 ('apali_zgraggen-1980-sadelbert', '908_DRUM') 2
490 ('apali_zgraggen-1980-sadelbert', '962_WOMAN') 2
491 ('apali_zgraggen-1980-sadelbert', '970_COCONUT') 2
492 ('apali_zgraggen-1980-sadelbert', '977_ARROW') 5
493 ('aramo_davies_and_comrie1985', '1205_TONGUE') 2
494 ('aramo_davies_and_comrie1985', '2101_BE_DEAD_OR_DIE') 2
495 ('arandai-barau_voorhoeve-1985', '1198_MANY') 2
496 ('arandai-barau_voorhoeve-1985', '1371_KNEE') 2
497 ('arandai-barau_voorhoeve-1985', '1442_STAND') 2
498 ('arandai-barau_voorhoeve-1985', '1839_CRY') 2
499 ('arandai-barau_voorhoeve-1985', '2101_BE_DEAD_OR_DIE') 2
500 ('arandai-barau_voorhoeve-1985', '492_THREE') 2
501 ('arandai-barau_voorhoeve-1985', '639_MOUNTAIN') 2
502 ('arandai-barau_voorhoeve-1985', '670_ROOT') 2
503 ('arandai-barau_voorhoeve-1985', '725_OLD_PERSON') 2
504 ('arandai-barau_voorhoeve-1985', '730_SNAKE') 2
505 ('arandai-barau_voorhoeve-1985', '906_TREE') 2
506 ('arandai-barau_voorhoeve-1985', '960_WIND') 2
507 ('arandai-kasuwer_voorhoeve-1985', '1198_MANY') 2
508 ('arandai-kasuwer_voorhoeve-1985', '1335_WHITE') 2
509 ('arandai-kasuwer_voorhoeve-1985', '1343_SUN') 2
510 ('arandai-kasuwer_voorhoeve-1985', '1554_MAN') 2
511 ('arandai-kasuwer_voorhoeve-1985', '156_RED') 2
512 ('arandai-kasuwer_voorhoeve-1985', '1585_SLEEP') 2
513 ('arandai-kasuwer_voorhoeve-1985', '1786_DRY_UP') 2
514 ('arandai-kasuwer_voorhoeve-1985', '221_FIRE') 2
515 ('arandai-kasuwer_voorhoeve-1985', '628_LEAF') 2
516 ('arandai-kasuwer_voorhoeve-1985', '670_ROOT') 2
517 ('arandai-kasuwer_voorhoeve-1985', '671_SAND') 2
518 ('arandai-kasuwer_voorhoeve-1985', '730_SNAKE') 2
519 ('arandai-kasuwer_voorhoeve-1985', '906_TREE') 2
520 ('arandai-sebyar_voorhoeve-1985', '1252_HOUSE') 2
521 ('arandai-sebyar_voorhoeve-1985', '1269_NO') 2
522 ('arandai-sebyar_voorhoeve-1985', '1287_COLD') 2
523 ('arandai-sebyar_voorhoeve-1985', '1336_EAT') 2
524 ('arandai-sebyar_voorhoeve-1985', '189_HAIR_BODY') 2
525 ('arandai-tarof_voorhoeve-1985', '671_SAND') 2
526 ('arandai-weriagar_voorhoeve-1985', '1262_BROTHER') 2
527 ('arandai-weriagar_voorhoeve-1985', '1269_NO') 2
528 ('arandai-weriagar_voorhoeve-1985', '1287_COLD') 2
529 ('arandai-weriagar_voorhoeve-1985', '1313_MOON') 2
530 ('arandai-weriagar_voorhoeve-1985', '1446_COME') 2
531 ('arandai-weriagar_voorhoeve-1985', '189_HAIR_BODY') 3
532 ('arandai-weriagar_voorhoeve-1985', '1927_BAMBOO') 2
533 ('arandai-weriagar_voorhoeve-1985', '2101_BE_DEAD_OR_DIE') 2
534 ('arandai-weriagar_voorhoeve-1985', '725_OLD_PERSON') 2
535 ('arandai-weriagar_voorhoeve-1985', '778_SMOKE_EXHAUST') 2
536 ('arandai-weriagar_voorhoeve-1985', '970_COCONUT') 2
537 ('arawum_zgraggen-1980-raicoast', '1172_SHOOT') 2
538 ('arawum_zgraggen-1980-raicoast', '1220_TAIL') 2
539 ('arawum_zgraggen-1980-raicoast', '1318_CHICKEN') 2
540 ('arawum_zgraggen-1980-raicoast', '1442_STAND') 2
541 ('arawum_zgraggen-1980-raicoast', '1507_FRUIT') 2
542 ('arawum_zgraggen-1980-raicoast', '1629_faceforehead') 2
543 ('arawum_zgraggen-1980-raicoast', '2092_HIS_OR_HER') 2
544 ('arawum_zgraggen-1980-raicoast', '2099_CHILD') 2
545 ('arawum_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
546 ('arawum_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
547 ('arawum_zgraggen-1980-raicoast', '2708_TALK') 2
548 ('arawum_zgraggen-1980-raicoast', '351_TARO') 2
549 ('arawum_zgraggen-1980-raicoast', '410_YAM') 2
550 ('arawum_zgraggen-1980-raicoast', '470_POSSUM') 2
551 ('arawum_zgraggen-1980-raicoast', '677_AXE') 2
552 ('arawum_zgraggen-1980-raicoast', '700_CARRY') 2
553 ('arawum_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
554 ('arawum_zgraggen-1980-raicoast', '908_DRUM') 2
555 ('arawum_zgraggen-1980-raicoast', '970_COCONUT') 3
556 ('arawum_zgraggen-1980-raicoast', '977_ARROW') 4
557 ('arawum_zgraggen-1980-raicoast', '981_ELBOW') 2
558 ('ari_reesink-1976', '1201_FEATHER') 2
559 ('ari_reesink-1976', '1247_EAR') 2
560 ('ari_reesink-1976', '1333_NECK') 2
561 ('ari_reesink-1976', '1408_HEAR') 2
562 ('ari_reesink-1976', '1409_SEE') 2
563 ('ari_reesink-1976', '1442_STAND') 2
564 ('ari_reesink-1976', '1623_SPEAK') 2
565 ('ari_reesink-1976', '2121_ARM_OR_HAND') 2
566 ('ari_reesink-1976', '2159_GROUND') 2
567 ('ari_reesink-1976', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
568 ('ari_reesink-1976', '323_FAT_ORGANIC_SUBSTANCE') 2
569 ('ari_reesink-1976', '646_ASH') 2
570 ('ari_reesink-1976', '763_SKIN') 2
571 ('aruamu_foley2005', '1209_I') 2
572 ('aruamu_foley2005', '1212_WE') 2
573 ('aruamu_foley2005', '1446_COME') 2
574 ('aruamu_foley2005', '817_THEY') 2
575 ('aruamu_foley2005', '962_WOMAN') 2
576 ('asas_zgraggen-1980-raicoast', '1217_FATHER') 2
577 ('asas_zgraggen-1980-raicoast', '1220_TAIL') 2
578 ('asas_zgraggen-1980-raicoast', '1318_CHICKEN') 2
579 ('asas_zgraggen-1980-raicoast', '1335_WHITE') 2
580 ('asas_zgraggen-1980-raicoast', '1430_STAR') 2
581 ('asas_zgraggen-1980-raicoast', '1442_STAND') 2
582 ('asas_zgraggen-1980-raicoast', '1447_GIVE') 3
583 ('asas_zgraggen-1980-raicoast', '2092_HIS_OR_HER') 3
584 ('asas_zgraggen-1980-raicoast', '2099_CHILD') 2
585 ('asas_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
586 ('asas_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 3
587 ('asas_zgraggen-1980-raicoast', '262_HE_OR_SHE_OR_IT') 2
588 ('asas_zgraggen-1980-raicoast', '2708_TALK') 3
589 ('asas_zgraggen-1980-raicoast', '351_TARO') 2
590 ('asas_zgraggen-1980-raicoast', '410_YAM') 2
591 ('asas_zgraggen-1980-raicoast', '470_POSSUM') 2
592 ('asas_zgraggen-1980-raicoast', '646_ASH') 2
593 ('asas_zgraggen-1980-raicoast', '677_AXE') 2
594 ('asas_zgraggen-1980-raicoast', '700_CARRY') 2
595 ('asas_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
596 ('asas_zgraggen-1980-raicoast', '763_SKIN') 2
597 ('asas_zgraggen-1980-raicoast', '78_THAT') 2
598 ('asas_zgraggen-1980-raicoast', '908_DRUM') 2
599 ('asas_zgraggen-1980-raicoast', '970_COCONUT') 3
600 ('asas_zgraggen-1980-raicoast', '977_ARROW') 4
601 ('asmat-casuarina-coast-aorket_voorhoeve1980', '1419_FEAR_BE_AFRAID') 2
602 ('asmat-casuarina-coast-aorket_voorhoeve1980', '670_ROOT') 2
603 ('asmat-casuarina-coast-makair_voorhoeve1980', '1337_PIG') 2
604 ('asmat-casuarina-coast-masin_voorhoeve1980', '1507_FRUIT') 2
605 ('asmat-casuarina-coast-masin_voorhoeve1980', '156_RED') 2
606 ('asmat-casuarina-coast-masin_voorhoeve1980', '2099_CHILD') 2
607 ('asmat-casuarina-coast-masin_voorhoeve1980', '2121_ARM_OR_HAND') 2
608 ('asmat-casuarina-coast-masin_voorhoeve1980', '646_ASH') 2
609 ('asmat-casuarina-coast-masin_voorhoeve1980', '730_SNAKE') 2
610 ('asmat-casuarina-coast-masin_voorhoeve1980', '977_ARROW') 2
611 ('asmat-casuarina-coast-nanew_voorhoeve1980', '2009_DOG') 2
612 ('asmat-casuarina-coast-nanew_voorhoeve1980', '670_ROOT') 2
613 ('asmat-casuarina-coast-otenep_voorhoeve1980', '1507_FRUIT') 2
614 ('asmat-casuarina-coast-otenep_voorhoeve1980', '156_RED') 2
615 ('asmat-casuarina-coast-otenep_voorhoeve1980', '730_SNAKE') 3
616 ('asmat-casuarina-coast-otenep_voorhoeve1980', '977_ARROW') 2
617 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '1216_MOTHER') 2
618 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '1263_SISTER') 2
619 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '1336_EAT') 2
620 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '1416_SIT') 2
621 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '1419_FEAR_BE_AFRAID') 2
622 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '2103_PAINFUL_OR_SICK') 2
623 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '2270_SAGO') 2
624 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '670_ROOT') 2
625 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '725_OLD_PERSON') 2
626 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '730_SNAKE') 3
627 ('asmat-casuarina-coast-pirimapun_voorhoeve1980', '977_ARROW') 2
628 ('asmat-casuarina-coast-tareo_voorhoeve1980', '646_ASH') 2
629 ('asmat-casuarina-coast_van-der-wouw-1974', '1406_FAR') 2
630 ('asmat-casuarina-coast_voorhoeve-1975', '1336_EAT') 2
631 ('asmat-central-kainak-ao_voorhoeve1980', '2121_ARM_OR_HAND') 2
632 ('asmat-central-kainak-atat_voorhoeve1980', '1202_BIG') 2
633 ('asmat-central-kainak-atat_voorhoeve1980', '1216_MOTHER') 2
634 ('asmat-central-kainak-atat_voorhoeve1980', '1247_EAR') 2
635 ('asmat-central-kainak-atat_voorhoeve1980', '1262_BROTHER') 2
636 ('asmat-central-kainak-atat_voorhoeve1980', '1263_SISTER') 2
637 ('asmat-central-kainak-atat_voorhoeve1980', '1429_FULL') 2
638 ('asmat-central-kainak-atat_voorhoeve1980', '1430_STAR') 2
639 ('asmat-central-kainak-atat_voorhoeve1980', '1592_CHEST') 2
640 ('asmat-central-kainak-atat_voorhoeve1980', '2121_ARM_OR_HAND') 3
641 ('asmat-central-kainak-atat_voorhoeve1980', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
642 ('asmat-central-kainak-atat_voorhoeve1980', '670_ROOT') 2
643 ('asmat-central-kainak-atat_voorhoeve1980', '730_SNAKE') 3
644 ('asmat-central-kainak-atat_voorhoeve1980', '977_ARROW') 3
645 ('asmat-central-kainak-kapi_voorhoeve1980', '1592_CHEST') 2
646 ('asmat-central-kainak-kapi_voorhoeve1980', '1838_NAVEL') 2
647 ('asmat-central-kainak-kapi_voorhoeve1980', '2121_ARM_OR_HAND') 2
648 ('asmat-central-kainak-yamas_voorhoeve1980', '1247_EAR') 2
649 ('asmat-central-kainak-yamas_voorhoeve1980', '1592_CHEST') 2
650 ('asmat-central-kainak-yamas_voorhoeve1980', '2121_ARM_OR_HAND') 2
651 ('asmat-central-kainak-yamas_voorhoeve1980', '977_ARROW') 2
652 ('asmat-central-keenakap-fos_voorhoeve1980', '670_ROOT') 2
653 ('asmat-central-keenakap-kaimo_voorhoeve1980', '2121_ARM_OR_HAND') 2
654 ('asmat-central-keenakap-miwar_voorhoeve1980', '1262_BROTHER') 2
655 ('asmat-central-keenakap-miwar_voorhoeve1980', '778_SMOKE_EXHAUST') 2
656 ('asmat-central-keenakap-miwar_voorhoeve1980', '977_ARROW') 3
657 ('asmat-central-keenakap-namen_voorhoeve1980', '1262_BROTHER') 2
658 ('asmat-central-keenakap-namen_voorhoeve1980', '1429_FULL') 2
659 ('asmat-central-keenakap-namen_voorhoeve1980', '2103_PAINFUL_OR_SICK') 2
660 ('asmat-central-keenakap-namen_voorhoeve1980', '2121_ARM_OR_HAND') 2
661 ('asmat-central-keenok-komar_voorhoeve1980', '1262_BROTHER') 2
662 ('asmat-central-keenok-komar_voorhoeve1980', '1263_SISTER') 2
663 ('asmat-central-keenok-komar_voorhoeve1980', '1335_WHITE') 2
664 ('asmat-central-keenok-komar_voorhoeve1980', '1336_EAT') 2
665 ('asmat-central-keenok-komar_voorhoeve1980', '1504_FLY_INSECT') 2
666 ('asmat-central-keenok-komar_voorhoeve1980', '1786_DRY_UP') 2
667 ('asmat-central-keenok-komar_voorhoeve1980', '2103_PAINFUL_OR_SICK') 2
668 ('asmat-central-keenok-komar_voorhoeve1980', '2121_ARM_OR_HAND') 2
669 ('asmat-central-keenok-komar_voorhoeve1980', '670_ROOT') 2
670 ('asmat-central-keenok-komar_voorhoeve1980', '725_OLD_PERSON') 2
671 ('asmat-central-keenok-komar_voorhoeve1980', '977_ARROW') 4
672 ('asmat-central-keenok-manep_voorhoeve1980', '1216_MOTHER') 2
673 ('asmat-central-keenok-manep_voorhoeve1980', '1262_BROTHER') 2
674 ('asmat-central-keenok-manep_voorhoeve1980', '2121_ARM_OR_HAND') 2
675 ('asmat-central-keenok-manep_voorhoeve1980', '730_SNAKE') 2
676 ('asmat-central-keenok-manep_voorhoeve1980', '977_ARROW') 2
677 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '1221_NOSE') 2
678 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '1248_EYE') 2
679 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '1262_BROTHER') 2
680 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '1336_EAT') 2
681 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '1432_CUT') 2
682 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '1482_SHOULDER') 2
683 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '1504_FLY_INSECT') 2
684 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '156_RED') 2
685 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '189_HAIR_BODY') 2
686 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '2121_ARM_OR_HAND') 2
687 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '730_SNAKE') 3
688 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '778_SMOKE_EXHAUST') 2
689 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '937_BIRD') 2
690 ('asmat-central-keenok-sawa-erma_voorhoeve1980', '977_ARROW') 4
691 ('asmat-central-keenok-yipaer_voorhoeve1980', '1205_TONGUE') 2
692 ('asmat-central-keenok-yipaer_voorhoeve1980', '1248_EYE') 2
693 ('asmat-central-keenok-yipaer_voorhoeve1980', '1262_BROTHER') 2
694 ('asmat-central-keenok-yipaer_voorhoeve1980', '2121_ARM_OR_HAND') 2
695 ('asmat-central-keenok-yipaer_voorhoeve1980', '670_ROOT') 2
696 ('asmat-central-keenok-yipaer_voorhoeve1980', '730_SNAKE') 3
697 ('asmat-central-keenok-yipaer_voorhoeve1980', '744_EGG') 2
698 ('asmat-central-mecamup-amanamkai_voorhoeve1980', '1262_BROTHER') 2
699 ('asmat-central-mecamup-amanamkai_voorhoeve1980', '1263_SISTER') 2
700 ('asmat-central-mecamup-amanamkai_voorhoeve1980', '1504_FLY_INSECT') 2
701 ('asmat-central-mecamup-amanamkai_voorhoeve1980', '2121_ARM_OR_HAND') 2
702 ('asmat-central-mecamup-amisu_voorhoeve1980', '1247_EAR') 2
703 ('asmat-central-mecamup-amisu_voorhoeve1980', '1262_BROTHER') 2
704 ('asmat-central-mecamup-amisu_voorhoeve1980', '1263_SISTER') 2
705 ('asmat-central-mecamup-amisu_voorhoeve1980', '1430_STAR') 2
706 ('asmat-central-mecamup-amisu_voorhoeve1980', '2121_ARM_OR_HAND') 3
707 ('asmat-central-mecamup-amisu_voorhoeve1980', '977_ARROW') 3
708 ('asmat-central-mecamup-cowew-yamew_voorhoeve1980', '977_ARROW') 3
709 ('asmat-central-mecamup-kawet_voorhoeve1980', '1482_SHOULDER') 2
710 ('asmat-central-mecamup-kawet_voorhoeve1980', '221_FIRE') 2
711 ('asmat-central-mecamup-kawet_voorhoeve1980', '670_ROOT') 2
712 ('asmat-central-mecamup-kawet_voorhoeve1980', '867_backofhand') 2
713 ('asmat-central-mecamup-kawet_voorhoeve1980', '977_ARROW') 3
714 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1216_MOTHER') 2
715 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1235_WHO') 2
716 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1247_EAR') 2
717 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1262_BROTHER') 2
718 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1263_SISTER') 2
719 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1482_SHOULDER') 2
720 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1504_FLY_INSECT') 2
721 ('asmat-central-mecamup-omanesep_voorhoeve1980', '156_RED') 2
722 ('asmat-central-mecamup-omanesep_voorhoeve1980', '1927_BAMBOO') 2
723 ('asmat-central-mecamup-omanesep_voorhoeve1980', '977_ARROW') 2
724 ('asmat-central-mecamup-omanesep_voorhoeve1980', '98_ALL') 2
725 ('asmat-central-mecamup-yow_voorhoeve1980', '1247_EAR') 2
726 ('asmat-central-mecamup-yow_voorhoeve1980', '156_RED') 2
727 ('asmat-central-mecamup-yow_voorhoeve1980', '977_ARROW') 2
728 ('asmat-central-mine_voorhoeve1980', '1507_FRUIT') 2
729 ('asmat-central-mine_voorhoeve1980', '670_ROOT') 2
730 ('asmat-central-mine_voorhoeve1980', '977_ARROW') 3
731 ('asmat-central-mismam-per_voorhoeve1980', '1247_EAR') 2
732 ('asmat-central-mismam-per_voorhoeve1980', '1256_HEAD') 2
733 ('asmat-central-mismam-per_voorhoeve1980', '2121_ARM_OR_HAND') 2
734 ('asmat-central-mismam-per_voorhoeve1980', '977_ARROW') 3
735 ('asmat-central-mismam-suru_voorhoeve1980', '1202_BIG') 3
736 ('asmat-central-mismam-suru_voorhoeve1980', '1214_THIS') 2
737 ('asmat-central-mismam-suru_voorhoeve1980', '1216_MOTHER') 2
738 ('asmat-central-mismam-suru_voorhoeve1980', '1217_FATHER') 2
739 ('asmat-central-mismam-suru_voorhoeve1980', '1235_WHO') 2
740 ('asmat-central-mismam-suru_voorhoeve1980', '1247_EAR') 2
741 ('asmat-central-mismam-suru_voorhoeve1980', '1262_BROTHER') 2
742 ('asmat-central-mismam-suru_voorhoeve1980', '1263_SISTER') 2
743 ('asmat-central-mismam-suru_voorhoeve1980', '1287_COLD') 2
744 ('asmat-central-mismam-suru_voorhoeve1980', '1335_WHITE') 2
745 ('asmat-central-mismam-suru_voorhoeve1980', '1416_SIT') 2
746 ('asmat-central-mismam-suru_voorhoeve1980', '1417_KILL') 3
747 ('asmat-central-mismam-suru_voorhoeve1980', '1429_FULL') 2
748 ('asmat-central-mismam-suru_voorhoeve1980', '1430_STAR') 3
749 ('asmat-central-mismam-suru_voorhoeve1980', '1432_CUT') 2
750 ('asmat-central-mismam-suru_voorhoeve1980', '1447_GIVE') 2
751 ('asmat-central-mismam-suru_voorhoeve1980', '1482_SHOULDER') 2
752 ('asmat-central-mismam-suru_voorhoeve1980', '1498_TWO') 2
753 ('asmat-central-mismam-suru_voorhoeve1980', '1504_FLY_INSECT') 3
754 ('asmat-central-mismam-suru_voorhoeve1980', '1507_FRUIT') 2
755 ('asmat-central-mismam-suru_voorhoeve1980', '156_RED') 2
756 ('asmat-central-mismam-suru_voorhoeve1980', '1592_CHEST') 2
757 ('asmat-central-mismam-suru_voorhoeve1980', '1786_DRY_UP') 2
758 ('asmat-central-mismam-suru_voorhoeve1980', '1917_TIE') 2
759 ('asmat-central-mismam-suru_voorhoeve1980', '1927_BAMBOO') 2
760 ('asmat-central-mismam-suru_voorhoeve1980', '2103_PAINFUL_OR_SICK') 2
761 ('asmat-central-mismam-suru_voorhoeve1980', '2121_ARM_OR_HAND') 2
762 ('asmat-central-mismam-suru_voorhoeve1980', '215_LIE_DOWN') 2
763 ('asmat-central-mismam-suru_voorhoeve1980', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
764 ('asmat-central-mismam-suru_voorhoeve1980', '2638_FISHING') 2
765 ('asmat-central-mismam-suru_voorhoeve1980', '420_FOREST') 2
766 ('asmat-central-mismam-suru_voorhoeve1980', '503_FROG') 2
767 ('asmat-central-mismam-suru_voorhoeve1980', '646_ASH') 2
768 ('asmat-central-mismam-suru_voorhoeve1980', '670_ROOT') 2
769 ('asmat-central-mismam-suru_voorhoeve1980', '725_OLD_PERSON') 2
770 ('asmat-central-mismam-suru_voorhoeve1980', '730_SNAKE') 3
771 ('asmat-central-mismam-suru_voorhoeve1980', '744_EGG') 2
772 ('asmat-central-mismam-suru_voorhoeve1980', '937_BIRD') 2
773 ('asmat-central-mismam-suru_voorhoeve1980', '977_ARROW') 3
774 ('asmat-central-mismam-yepem_voorhoeve1980', '1202_BIG') 2
775 ('asmat-central-mismam-yepem_voorhoeve1980', '1214_THIS') 2
776 ('asmat-central-mismam-yepem_voorhoeve1980', '1216_MOTHER') 2
777 ('asmat-central-mismam-yepem_voorhoeve1980', '1235_WHO') 2
778 ('asmat-central-mismam-yepem_voorhoeve1980', '1247_EAR') 2
779 ('asmat-central-mismam-yepem_voorhoeve1980', '1262_BROTHER') 2
780 ('asmat-central-mismam-yepem_voorhoeve1980', '1263_SISTER') 2
781 ('asmat-central-mismam-yepem_voorhoeve1980', '1335_WHITE') 2
782 ('asmat-central-mismam-yepem_voorhoeve1980', '1416_SIT') 2
783 ('asmat-central-mismam-yepem_voorhoeve1980', '1417_KILL') 3
784 ('asmat-central-mismam-yepem_voorhoeve1980', '1429_FULL') 2
785 ('asmat-central-mismam-yepem_voorhoeve1980', '1430_STAR') 3
786 ('asmat-central-mismam-yepem_voorhoeve1980', '1432_CUT') 2
787 ('asmat-central-mismam-yepem_voorhoeve1980', '1447_GIVE') 2
788 ('asmat-central-mismam-yepem_voorhoeve1980', '1482_SHOULDER') 2
789 ('asmat-central-mismam-yepem_voorhoeve1980', '1498_TWO') 2
790 ('asmat-central-mismam-yepem_voorhoeve1980', '1504_FLY_INSECT') 2
791 ('asmat-central-mismam-yepem_voorhoeve1980', '1507_FRUIT') 2
792 ('asmat-central-mismam-yepem_voorhoeve1980', '156_RED') 2
793 ('asmat-central-mismam-yepem_voorhoeve1980', '1592_CHEST') 2
794 ('asmat-central-mismam-yepem_voorhoeve1980', '1786_DRY_UP') 2
795 ('asmat-central-mismam-yepem_voorhoeve1980', '1917_TIE') 2
796 ('asmat-central-mismam-yepem_voorhoeve1980', '1927_BAMBOO') 2
797 ('asmat-central-mismam-yepem_voorhoeve1980', '2103_PAINFUL_OR_SICK') 2
798 ('asmat-central-mismam-yepem_voorhoeve1980', '2121_ARM_OR_HAND') 2
799 ('asmat-central-mismam-yepem_voorhoeve1980', '215_LIE_DOWN') 2
800 ('asmat-central-mismam-yepem_voorhoeve1980', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
801 ('asmat-central-mismam-yepem_voorhoeve1980', '2638_FISHING') 2
802 ('asmat-central-mismam-yepem_voorhoeve1980', '420_FOREST') 2
803 ('asmat-central-mismam-yepem_voorhoeve1980', '503_FROG') 2
804 ('asmat-central-mismam-yepem_voorhoeve1980', '646_ASH') 2
805 ('asmat-central-mismam-yepem_voorhoeve1980', '670_ROOT') 2
