1 ('abaga_sil-1966', '2009_DOG') 2
4667 ('male_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4668 ('male_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
4669 ('male_zgraggen-1980-raicoast', '2708_TALK') 3
4670 ('male_zgraggen-1980-raicoast', '351_TARO') 2
4671 ('male_zgraggen-1980-raicoast', '410_YAM') 2
4672 ('male_zgraggen-1980-raicoast', '470_POSSUM') 2
4673 ('male_zgraggen-1980-raicoast', '674_MOUTH') 2
4674 ('male_zgraggen-1980-raicoast', '677_AXE') 2
4675 ('male_zgraggen-1980-raicoast', '700_CARRY') 2
4676 ('male_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
4677 ('male_zgraggen-1980-raicoast', '763_SKIN') 2
4678 ('male_zgraggen-1980-raicoast', '908_DRUM') 2
4679 ('male_zgraggen-1980-raicoast', '970_COCONUT') 3
4680 ('male_zgraggen-1980-raicoast', '977_ARROW') 3
4681 ('male_zgraggen-1980-raicoast', '98_ALL') 2
4682 ('mali-makunga_sil-1985d', '123_FOREHEAD') 2
4683 ('mali-makunga_sil-1985d', '1262_BROTHER') 2
4684 ('mali-makunga_sil-1985d', '1263_SISTER') 2
4685 ('mali-makunga_sil-1985d', '1287_COLD') 2
4686 ('mali-makunga_sil-1985d', '1337_PIG') 2
4687 ('mali-makunga_sil-1985d', '1482_SHOULDER') 2
4688 ('mali-makunga_sil-1985d', '1554_MAN') 2
4689 ('mali-makunga_sil-1985d', '1786_DRY_UP') 2
4690 ('mali-makunga_sil-1985d', '2098_FOOT_OR_LEG') 2
4691 ('mali-makunga_sil-1985d', '2638_FISHING') 2
4692 ('mali-makunga_sil-1985d', '868_BANANA') 2
4693 ('mamaa_mcelhanon_and_voorhoeve1970', '1221_NOSE') 2
4694 ('mamaa_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
4695 ('mamaa_mcelhanon_and_voorhoeve1970', '2272_HOT_OR_WARM') 2
4696 ('manambu_foley2005', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4697 ('manambu_foley2005', '262_HE_OR_SHE_OR_IT') 2
4698 ('manambu_foley2005', '817_THEY') 2
4699 ('mandobo-atas_healey-1970', '1352_KNIFE') 2
4700 ('mandobo-atas_healey-1970', '1453_WASH') 2
4701 ('mandobo-atas_healey-1970', '2101_BE_DEAD_OR_DIE') 2
4702 ('mandobo-atas_healey-1970', '962_WOMAN') 2
4703 ('mandobo-atas_mcelhanon_and_voorhoeve1970', '1429_FULL') 2
4704 ('manem_voorhoeve-1971', '1198_MANY') 2
4705 ('manem_voorhoeve-1971', '1216_MOTHER') 2
4706 ('manem_voorhoeve-1971', '1217_FATHER') 2
4707 ('manem_voorhoeve-1971', '1337_PIG') 2
4708 ('manem_voorhoeve-1971', '1394_BONE') 2
4709 ('manem_voorhoeve-1971', '1402_BREAST') 2
4710 ('manem_voorhoeve-1971', '1406_FAR') 2
4711 ('manem_voorhoeve-1971', '1409_SEE') 2
4712 ('manem_voorhoeve-1971', '1417_KILL') 2
4713 ('manem_voorhoeve-1971', '1507_FRUIT') 2
4714 ('manem_voorhoeve-1971', '1554_MAN') 2
4715 ('manem_voorhoeve-1971', '628_LEAF') 2
4716 ('manem_voorhoeve-1971', '634_MEAT') 2
4717 ('manem_voorhoeve-1971', '670_ROOT') 2
4718 ('manem_voorhoeve-1971', '744_EGG') 2
4719 ('manem_voorhoeve-1971', '763_SKIN') 2
4720 ('manem_voorhoeve-1975', '1337_PIG') 2
4721 ('manem_voorhoeve-1975', '1394_BONE') 2
4722 ('manem_voorhoeve-1975', '937_BIRD') 2
4723 ('manikion_voorhoeve-1975', '1215_THOU') 2
4724 ('manikion_voorhoeve-1975', '1343_SUN') 2
4725 ('mape-naga_mcelhanon_and_voorhoeve1970', '763_SKIN') 2
4726 ('mape-west_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
4727 ('mape_mcelhanon-1967', '2272_HOT_OR_WARM') 2
4728 ('marangis_foley2005', '1343_SUN') 2
4729 ('marangis_foley2005', '817_THEY') 2
4730 ('maria-maiagolo_dutton1970', '1205_TONGUE') 2
4731 ('maria-maiagolo_dutton1970', '1214_THIS') 3
4732 ('maria-maiagolo_dutton1970', '1280_FALL') 2
4733 ('maria-maiagolo_dutton1970', '1339_MORNING') 2
4734 ('maria-maiagolo_dutton1970', '1443_WALK') 2
4735 ('maria-maiagolo_dutton1970', '189_HAIR_BODY') 2
4736 ('maria-maiagolo_dutton1970', '2099_CHILD') 2
4737 ('maria-maiagolo_dutton1970', '2103_PAINFUL_OR_SICK') 2
4738 ('maria-maiagolo_dutton1970', '2108_RAINING_OR_RAIN') 2
4739 ('maria-maiagolo_dutton1970', '410_YAM') 2
4740 ('maria-maiagolo_dutton1970', '695_GO') 2
4741 ('maria-maiagolo_dutton1970', '906_TREE') 2
4742 ('maria-maranomu_dutton1970', '1214_THIS') 2
4743 ('maria-maranomu_dutton1970', '1233_NIGHT') 2
4744 ('maria-maranomu_dutton1970', '1246_SMALL') 2
4745 ('maria-maranomu_dutton1970', '1280_FALL') 2
4746 ('maria-maranomu_dutton1970', '1443_WALK') 2
4747 ('maria-maranomu_dutton1970', '189_HAIR_BODY') 2
4748 ('maria-maranomu_dutton1970', '2099_CHILD') 2
4749 ('maria-maranomu_dutton1970', '2103_PAINFUL_OR_SICK') 2
4750 ('maria-maranomu_dutton1970', '410_YAM') 2
4751 ('maria-maranomu_dutton1970', '639_MOUNTAIN') 2
4752 ('maria-maranomu_dutton1970', '695_GO') 2
4753 ('maria-uderi_dutton1970', '1443_WALK') 2
4754 ('maria-uderi_dutton1970', '189_HAIR_BODY') 2
4755 ('maria-uderi_dutton1970', '2099_CHILD') 2
4756 ('maria-uderi_dutton1970', '410_YAM') 2
4757 ('maria_dutton1970', '1256_HEAD') 2
4758 ('maria_dutton1970', '1280_FALL') 2
4759 ('maria_dutton1970', '1443_WALK') 2
4760 ('maria_dutton1970', '189_HAIR_BODY') 2
4761 ('maria_dutton1970', '2099_CHILD') 2
4762 ('maria_dutton1970', '410_YAM') 2
4763 ('maria_dutton1970', '695_GO') 2
4764 ('marind-gawir_mcelhanon_and_voorhoeve1970', '2108_RAINING_OR_RAIN') 2
4765 ('matepi_zgraggen-1980-mabuso', '1216_MOTHER') 2
4766 ('matepi_zgraggen-1980-mabuso', '1217_FATHER') 2
4767 ('matepi_zgraggen-1980-mabuso', '1220_TAIL') 3
4768 ('matepi_zgraggen-1980-mabuso', '1240_NOT') 2
4769 ('matepi_zgraggen-1980-mabuso', '1246_SMALL') 2
4770 ('matepi_zgraggen-1980-mabuso', '1256_HEAD') 2
4771 ('matepi_zgraggen-1980-mabuso', '1269_NO') 2
4772 ('matepi_zgraggen-1980-mabuso', '1313_MOON') 2
4773 ('matepi_zgraggen-1980-mabuso', '1318_CHICKEN') 3
4774 ('matepi_zgraggen-1980-mabuso', '1335_WHITE') 2
4775 ('matepi_zgraggen-1980-mabuso', '1417_KILL') 2
4776 ('matepi_zgraggen-1980-mabuso', '1442_STAND') 2
4777 ('matepi_zgraggen-1980-mabuso', '1447_GIVE') 2
4778 ('matepi_zgraggen-1980-mabuso', '1482_SHOULDER') 2
4779 ('matepi_zgraggen-1980-mabuso', '163_BLACK') 2
4780 ('matepi_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 3
4781 ('matepi_zgraggen-1980-mabuso', '1838_NAVEL') 2
4782 ('matepi_zgraggen-1980-mabuso', '189_HAIR_BODY') 2
4783 ('matepi_zgraggen-1980-mabuso', '1927_BAMBOO') 2
4784 ('matepi_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 2
4785 ('matepi_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4786 ('matepi_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
4787 ('matepi_zgraggen-1980-mabuso', '2708_TALK') 2
4788 ('matepi_zgraggen-1980-mabuso', '351_TARO') 3
4789 ('matepi_zgraggen-1980-mabuso', '410_YAM') 2
4790 ('matepi_zgraggen-1980-mabuso', '420_FOREST') 2
4791 ('matepi_zgraggen-1980-mabuso', '470_POSSUM') 2
4792 ('matepi_zgraggen-1980-mabuso', '646_ASH') 2
4793 ('matepi_zgraggen-1980-mabuso', '677_AXE') 2
4794 ('matepi_zgraggen-1980-mabuso', '700_CARRY') 2
4795 ('matepi_zgraggen-1980-mabuso', '725_OLD_PERSON') 3
4796 ('matepi_zgraggen-1980-mabuso', '763_SKIN') 2
4797 ('matepi_zgraggen-1980-mabuso', '908_DRUM') 2
4798 ('matepi_zgraggen-1980-mabuso', '970_COCONUT') 2
4799 ('matepi_zgraggen-1980-mabuso', '977_ARROW') 4
4800 ('mauwake_zgraggen-1980-nadelbert', '1216_MOTHER') 3
4801 ('mauwake_zgraggen-1980-nadelbert', '1217_FATHER') 2
4802 ('mauwake_zgraggen-1980-nadelbert', '1220_TAIL') 2
4803 ('mauwake_zgraggen-1980-nadelbert', '1318_CHICKEN') 3
4804 ('mauwake_zgraggen-1980-nadelbert', '1442_STAND') 2
4805 ('mauwake_zgraggen-1980-nadelbert', '1447_GIVE') 3
4806 ('mauwake_zgraggen-1980-nadelbert', '1482_SHOULDER') 2
4807 ('mauwake_zgraggen-1980-nadelbert', '1509_MOSQUITO') 2
4808 ('mauwake_zgraggen-1980-nadelbert', '2092_HIS_OR_HER') 2
4809 ('mauwake_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4810 ('mauwake_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
4811 ('mauwake_zgraggen-1980-nadelbert', '2708_TALK') 3
4812 ('mauwake_zgraggen-1980-nadelbert', '351_TARO') 2
4813 ('mauwake_zgraggen-1980-nadelbert', '410_YAM') 2
4814 ('mauwake_zgraggen-1980-nadelbert', '470_POSSUM') 2
4815 ('mauwake_zgraggen-1980-nadelbert', '677_AXE') 3
4816 ('mauwake_zgraggen-1980-nadelbert', '700_CARRY') 2
4817 ('mauwake_zgraggen-1980-nadelbert', '725_OLD_PERSON') 2
4818 ('mauwake_zgraggen-1980-nadelbert', '857_STONE') 2
4819 ('mauwake_zgraggen-1980-nadelbert', '908_DRUM') 2
4820 ('mauwake_zgraggen-1980-nadelbert', '970_COCONUT') 2
4821 ('mauwake_zgraggen-1980-nadelbert', '977_ARROW') 3
4822 ('mawak_zgraggen-1980-nadelbert', '1217_FATHER') 2
4823 ('mawak_zgraggen-1980-nadelbert', '1220_TAIL') 2
4824 ('mawak_zgraggen-1980-nadelbert', '1233_NIGHT') 2
4825 ('mawak_zgraggen-1980-nadelbert', '1246_SMALL') 2
4826 ('mawak_zgraggen-1980-nadelbert', '1318_CHICKEN') 3
4827 ('mawak_zgraggen-1980-nadelbert', '1403_BITE') 2
4828 ('mawak_zgraggen-1980-nadelbert', '1432_CUT') 2
4829 ('mawak_zgraggen-1980-nadelbert', '1442_STAND') 4
4830 ('mawak_zgraggen-1980-nadelbert', '1443_WALK') 2
4831 ('mawak_zgraggen-1980-nadelbert', '1446_COME') 2
4832 ('mawak_zgraggen-1980-nadelbert', '1447_GIVE') 3
4833 ('mawak_zgraggen-1980-nadelbert', '1456_THROW') 2
4834 ('mawak_zgraggen-1980-nadelbert', '163_BLACK') 2
4835 ('mawak_zgraggen-1980-nadelbert', '2101_BE_DEAD_OR_DIE') 2
4836 ('mawak_zgraggen-1980-nadelbert', '2103_PAINFUL_OR_SICK') 2
4837 ('mawak_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4838 ('mawak_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
4839 ('mawak_zgraggen-1980-nadelbert', '2708_TALK') 2
4840 ('mawak_zgraggen-1980-nadelbert', '351_TARO') 2
4841 ('mawak_zgraggen-1980-nadelbert', '410_YAM') 2
4842 ('mawak_zgraggen-1980-nadelbert', '470_POSSUM') 2
4843 ('mawak_zgraggen-1980-nadelbert', '677_AXE') 2
4844 ('mawak_zgraggen-1980-nadelbert', '695_GO') 3
4845 ('mawak_zgraggen-1980-nadelbert', '700_CARRY') 2
4846 ('mawak_zgraggen-1980-nadelbert', '725_OLD_PERSON') 2
4847 ('mawak_zgraggen-1980-nadelbert', '908_DRUM') 2
4848 ('mawak_zgraggen-1980-nadelbert', '970_COCONUT') 2
4849 ('mawak_zgraggen-1980-nadelbert', '977_ARROW') 5
4850 ('mawan_zgraggen-1980-mabuso', '1035_GOOD') 2
4851 ('mawan_zgraggen-1980-mabuso', '1216_MOTHER') 2
4852 ('mawan_zgraggen-1980-mabuso', '1217_FATHER') 2
4853 ('mawan_zgraggen-1980-mabuso', '1220_TAIL') 3
4854 ('mawan_zgraggen-1980-mabuso', '1221_NOSE') 2
4855 ('mawan_zgraggen-1980-mabuso', '1231_NEW') 2
4856 ('mawan_zgraggen-1980-mabuso', '1240_NOT') 3
4857 ('mawan_zgraggen-1980-mabuso', '1256_HEAD') 2
4858 ('mawan_zgraggen-1980-mabuso', '1318_CHICKEN') 2
4859 ('mawan_zgraggen-1980-mabuso', '1335_WHITE') 2
4860 ('mawan_zgraggen-1980-mabuso', '1442_STAND') 2
4861 ('mawan_zgraggen-1980-mabuso', '1447_GIVE') 2
4862 ('mawan_zgraggen-1980-mabuso', '1489_CLOUD') 2
4863 ('mawan_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
4864 ('mawan_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4865 ('mawan_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
4866 ('mawan_zgraggen-1980-mabuso', '2708_TALK') 2
4867 ('mawan_zgraggen-1980-mabuso', '351_TARO') 2
4868 ('mawan_zgraggen-1980-mabuso', '410_YAM') 2
4869 ('mawan_zgraggen-1980-mabuso', '470_POSSUM') 3
4870 ('mawan_zgraggen-1980-mabuso', '639_MOUNTAIN') 2
4871 ('mawan_zgraggen-1980-mabuso', '677_AXE') 2
4872 ('mawan_zgraggen-1980-mabuso', '700_CARRY') 2
4873 ('mawan_zgraggen-1980-mabuso', '725_OLD_PERSON') 3
4874 ('mawan_zgraggen-1980-mabuso', '763_SKIN') 2
4875 ('mawan_zgraggen-1980-mabuso', '867_backofhand') 2
4876 ('mawan_zgraggen-1980-mabuso', '908_DRUM') 2
4877 ('mawan_zgraggen-1980-mabuso', '970_COCONUT') 2
4878 ('mawan_zgraggen-1980-mabuso', '977_ARROW') 4
4879 ('maya_voorhoeve-1975', '1493_ONE') 2
4880 ('maybrat_dol-2007', '1202_BIG') 2
4881 ('maybrat_dol-2007', '1209_I') 2
4882 ('maybrat_dol-2007', '1212_WE') 2
4883 ('maybrat_dol-2007', '1215_THOU') 2
4884 ('maybrat_dol-2007', '1216_MOTHER') 2
4885 ('maybrat_dol-2007', '1217_FATHER') 2
4886 ('maybrat_dol-2007', '1228_EARTH_SOIL') 2
4887 ('maybrat_dol-2007', '1237_WHERE') 3
4888 ('maybrat_dol-2007', '1246_SMALL') 2
4889 ('maybrat_dol-2007', '1252_HOUSE') 2
4890 ('maybrat_dol-2007', '1269_NO') 3
4891 ('maybrat_dol-2007', '1280_FALL') 3
4892 ('maybrat_dol-2007', '1287_COLD') 2
4893 ('maybrat_dol-2007', '1380_TOOTH') 2
4894 ('maybrat_dol-2007', '1406_FAR') 2
4895 ('maybrat_dol-2007', '1432_CUT') 3
4896 ('maybrat_dol-2007', '1498_TWO') 2
4897 ('maybrat_dol-2007', '1726_WET') 2
4898 ('maybrat_dol-2007', '1917_TIE') 3
4899 ('maybrat_dol-2007', '1942_NEAR') 2
4900 ('maybrat_dol-2007', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4901 ('maybrat_dol-2007', '262_HE_OR_SHE_OR_IT') 2
4902 ('maybrat_dol-2007', '420_FOREST') 2
4903 ('maybrat_dol-2007', '628_LEAF') 2
4904 ('maybrat_dol-2007', '634_MEAT') 2
4905 ('maybrat_dol-2007', '725_OLD_PERSON') 2
4906 ('maybrat_dol-2007', '744_EGG') 2
4907 ('maybrat_dol-2007', '778_SMOKE_EXHAUST') 2
4908 ('maybrat_dol-2007', '962_WOMAN') 2
4909 ('mbaniata-lokuru_tryon-hackman-1983', '1236_WHAT') 2
4910 ('mbaniata-lokuru_tryon-hackman-1983', '1392_LOUSE') 2
4911 ('mbaniata-lokuru_tryon-hackman-1983', '1432_CUT') 3
4912 ('mbaniata-lokuru_tryon-hackman-1983', '1439_SWIM') 2
4913 ('mbaniata-lokuru_tryon-hackman-1983', '1441_FLY_MOVE_THROUGH_AIR') 2
4914 ('mbaniata-lokuru_tryon-hackman-1983', '1443_WALK') 4
4915 ('mbaniata-lokuru_tryon-hackman-1983', '1493_ONE') 2
4916 ('mbaniata-lokuru_tryon-hackman-1983', '2102_BURN') 2
4917 ('mbaniata-lokuru_tryon-hackman-1983', '262_HE_OR_SHE_OR_IT') 2
4918 ('mbaniata-lokuru_tryon-hackman-1983', '725_OLD_PERSON') 2
4919 ('mbaniata-lokuru_tryon-hackman-1983', '817_THEY') 2
4920 ('mbaniata_tryon-hackman-1983', '1209_I') 2
4921 ('mbaniata_tryon-hackman-1983', '1214_THIS') 2
4922 ('mbaniata_tryon-hackman-1983', '1217_FATHER') 2
4923 ('mbaniata_tryon-hackman-1983', '1220_TAIL') 2
4924 ('mbaniata_tryon-hackman-1983', '1228_EARTH_SOIL') 2
4925 ('mbaniata_tryon-hackman-1983', '1236_WHAT') 2
4926 ('mbaniata_tryon-hackman-1983', '1237_WHERE') 2
4927 ('mbaniata_tryon-hackman-1983', '1256_HEAD') 2
4928 ('mbaniata_tryon-hackman-1983', '1336_EAT') 2
4929 ('mbaniata_tryon-hackman-1983', '1392_LOUSE') 3
4930 ('mbaniata_tryon-hackman-1983', '1406_FAR') 2
4931 ('mbaniata_tryon-hackman-1983', '1409_SEE') 2
4932 ('mbaniata_tryon-hackman-1983', '1432_CUT') 3
4933 ('mbaniata_tryon-hackman-1983', '1439_SWIM') 2
4934 ('mbaniata_tryon-hackman-1983', '1441_FLY_MOVE_THROUGH_AIR') 2
4935 ('mbaniata_tryon-hackman-1983', '1443_WALK') 7
4936 ('mbaniata_tryon-hackman-1983', '1446_COME') 2
4937 ('mbaniata_tryon-hackman-1983', '1458_SAY') 2
4938 ('mbaniata_tryon-hackman-1983', '1493_ONE') 2
4939 ('mbaniata_tryon-hackman-1983', '1585_SLEEP') 2
4940 ('mbaniata_tryon-hackman-1983', '1942_NEAR') 2
4941 ('mbaniata_tryon-hackman-1983', '215_LIE_DOWN') 2
4942 ('mbaniata_tryon-hackman-1983', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
4943 ('mbaniata_tryon-hackman-1983', '262_HE_OR_SHE_OR_IT') 2
4944 ('mbaniata_tryon-hackman-1983', '683_PERSON') 2
4945 ('mbaniata_tryon-hackman-1983', '725_OLD_PERSON') 2
4946 ('mbaniata_tryon-hackman-1983', '817_THEY') 2
4947 ('mbaniata_tryon-hackman-1983', '857_STONE') 2
4948 ('mbaniata_tryon-hackman-1983', '960_WIND') 2
4949 ('mbilua-ndovele_tryon-hackman-1983', '1392_LOUSE') 2
4950 ('mbilua-ndovele_tryon-hackman-1983', '1432_CUT') 3
4951 ('mbilua-ndovele_tryon-hackman-1983', '1439_SWIM') 2
4952 ('mbilua-ndovele_tryon-hackman-1983', '1441_FLY_MOVE_THROUGH_AIR') 2
4953 ('mbilua-ndovele_tryon-hackman-1983', '1443_WALK') 4
4954 ('mbilua-ndovele_tryon-hackman-1983', '1458_SAY') 2
4955 ('mbilua-ndovele_tryon-hackman-1983', '262_HE_OR_SHE_OR_IT') 2
4956 ('mbilua-ndovele_tryon-hackman-1983', '725_OLD_PERSON') 2
4957 ('mbilua-ndovele_tryon-hackman-1983', '817_THEY') 2
4958 ('mbilua_tryon-hackman-1983', '1221_NOSE') 2
4959 ('mbilua_tryon-hackman-1983', '1235_WHO') 2
4960 ('mbilua_tryon-hackman-1983', '1236_WHAT') 2
4961 ('mbilua_tryon-hackman-1983', '1336_EAT') 2
4962 ('mbilua_tryon-hackman-1983', '1392_LOUSE') 2
4963 ('mbilua_tryon-hackman-1983', '1401_DRINK') 2
4964 ('mbilua_tryon-hackman-1983', '1409_SEE') 2
4965 ('mbilua_tryon-hackman-1983', '1416_SIT') 2
4966 ('mbilua_tryon-hackman-1983', '1432_CUT') 3
4967 ('mbilua_tryon-hackman-1983', '1433_HIT') 2
4968 ('mbilua_tryon-hackman-1983', '1439_SWIM') 3
4969 ('mbilua_tryon-hackman-1983', '1441_FLY_MOVE_THROUGH_AIR') 2
4970 ('mbilua_tryon-hackman-1983', '1443_WALK') 4
4971 ('mbilua_tryon-hackman-1983', '1458_SAY') 2
4972 ('mbilua_tryon-hackman-1983', '1507_FRUIT') 2
4973 ('mbilua_tryon-hackman-1983', '1585_SLEEP') 2
4974 ('mbilua_tryon-hackman-1983', '262_HE_OR_SHE_OR_IT') 2
4975 ('mbilua_tryon-hackman-1983', '420_FOREST') 2
4976 ('mbilua_tryon-hackman-1983', '725_OLD_PERSON') 2
4977 ('mbilua_tryon-hackman-1983', '817_THEY') 2
4978 ('mbore_foley2005', '817_THEY') 2
4979 ('mekwei_voorhoeve-1975', '1209_I') 2
4980 ('mena_franklin-1973-b', '1209_I') 2
4981 ('mena_franklin-1973-b', '1215_THOU') 2
4982 ('mena_franklin-1973-b', '1246_SMALL') 2
4983 ('mena_franklin-1973-b', '1313_MOON') 2
4984 ('mena_franklin-1973-b', '1343_SUN') 2
4985 ('mena_franklin-1973-b', '1402_BREAST') 2
4986 ('mena_franklin-1973-b', '1416_SIT') 2
4987 ('mena_franklin-1973-b', '1554_MAN') 2
4988 ('mena_franklin-1973-b', '156_RED') 2
4989 ('mena_franklin-1973-b', '2272_HOT_OR_WARM') 2
4990 ('mena_franklin-1973-b', '646_ASH') 2
4991 ('menya_lloyd-1973', '1442_STAND') 2
4992 ('menya_lloyd-1973', '189_HAIR_BODY') 2
4993 ('menya_lloyd-1973', '78_THAT') 2
4994 ('mesem_mcelhanon-1967', '2272_HOT_OR_WARM') 2
4995 ('meyah-mumbrani_miedema-welling-1985', '1337_PIG') 2
4996 ('mian_loughnane-and-fedden-2011', '1142_URINE') 2
4997 ('mian_loughnane-and-fedden-2011', '1263_SISTER') 2
4998 ('mian_loughnane-and-fedden-2011', '2099_CHILD') 2
4999 ('mian_loughnane-and-fedden-2011', '2272_HOT_OR_WARM') 2
5000 ('mian_loughnane-and-fedden-2011', '977_ARROW') 3
5001 ('mian_mcelhanon_and_voorhoeve1970', '1209_I') 2
5002 ('mian_mcelhanon_and_voorhoeve1970', '1212_WE') 2
5003 ('mian_mcelhanon_and_voorhoeve1970', '2098_FOOT_OR_LEG') 4
5004 ('mian_mcelhanon_and_voorhoeve1970', '2121_ARM_OR_HAND') 3
5005 ('mian_mcelhanon_and_voorhoeve1970', '2304_THEE_OBLIQUE_CASE_OF_YOU') 5
5006 ('mian_mcelhanon_and_voorhoeve1970', '262_HE_OR_SHE_OR_IT') 4
5007 ('miani_zgraggen-1980-nadelbert', '1172_SHOOT') 2
5008 ('miani_zgraggen-1980-nadelbert', '1214_THIS') 2
5009 ('miani_zgraggen-1980-nadelbert', '1216_MOTHER') 2
5010 ('miani_zgraggen-1980-nadelbert', '1217_FATHER') 2
5011 ('miani_zgraggen-1980-nadelbert', '1220_TAIL') 2
5012 ('miani_zgraggen-1980-nadelbert', '1268_YES') 2
5013 ('miani_zgraggen-1980-nadelbert', '1318_CHICKEN') 3
5014 ('miani_zgraggen-1980-nadelbert', '1352_KNIFE') 2
5015 ('miani_zgraggen-1980-nadelbert', '1409_SEE') 2
5016 ('miani_zgraggen-1980-nadelbert', '1418_DIG') 2
5017 ('miani_zgraggen-1980-nadelbert', '1442_STAND') 2
5018 ('miani_zgraggen-1980-nadelbert', '189_HAIR_BODY') 2
5019 ('miani_zgraggen-1980-nadelbert', '2092_HIS_OR_HER') 3
5020 ('miani_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5021 ('miani_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5022 ('miani_zgraggen-1980-nadelbert', '2708_TALK') 2
5023 ('miani_zgraggen-1980-nadelbert', '351_TARO') 2
5024 ('miani_zgraggen-1980-nadelbert', '410_YAM') 2
5025 ('miani_zgraggen-1980-nadelbert', '470_POSSUM') 2
5026 ('miani_zgraggen-1980-nadelbert', '677_AXE') 2
5027 ('miani_zgraggen-1980-nadelbert', '700_CARRY') 2
5028 ('miani_zgraggen-1980-nadelbert', '725_OLD_PERSON') 3
5029 ('miani_zgraggen-1980-nadelbert', '908_DRUM') 2
5030 ('miani_zgraggen-1980-nadelbert', '970_COCONUT') 2
5031 ('miani_zgraggen-1980-nadelbert', '977_ARROW') 4
5032 ('migabac_mcelhanon_and_voorhoeve1970', '1458_SAY') 2
5033 ('migabac_sil-1975', '1201_FEATHER') 2
5034 ('migabac_sil-1975', '1228_EARTH_SOIL') 2
5035 ('migabac_sil-1975', '1246_SMALL') 2
5036 ('migabac_sil-1975', '1256_HEAD') 2
5037 ('migabac_sil-1975', '1268_YES') 2
5038 ('migabac_sil-1975', '1335_WHITE') 2
5039 ('migabac_sil-1975', '1352_KNIFE') 2
5040 ('migabac_sil-1975', '1392_LOUSE') 2
5041 ('migabac_sil-1975', '1430_STAR') 2
5042 ('migabac_sil-1975', '163_BLACK') 2
5043 ('migabac_sil-1975', '2098_FOOT_OR_LEG') 2
5044 ('migabac_sil-1975', '323_FAT_ORGANIC_SUBSTANCE') 2
5045 ('migabac_sil-1975', '351_TARO') 2
5046 ('migabac_sil-1975', '628_LEAF') 2
5047 ('migabac_sil-1975', '639_MOUNTAIN') 2
5048 ('migabac_sil-1975', '817_THEY') 2
5049 ('migabac_sil-1975', '857_STONE') 2
5050 ('migabac_sil-1975', '867_backofhand') 2
5051 ('migum_zgraggen-1980-raicoast', '1220_TAIL') 2
5052 ('migum_zgraggen-1980-raicoast', '1233_NIGHT') 2
5053 ('migum_zgraggen-1980-raicoast', '1318_CHICKEN') 2
5054 ('migum_zgraggen-1980-raicoast', '1424_YELLOW') 2
5055 ('migum_zgraggen-1980-raicoast', '1442_STAND') 2
5056 ('migum_zgraggen-1980-raicoast', '1447_GIVE') 4
5057 ('migum_zgraggen-1980-raicoast', '2099_CHILD') 2
5058 ('migum_zgraggen-1980-raicoast', '2159_GROUND') 2
5059 ('migum_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 3
5060 ('migum_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5061 ('migum_zgraggen-1980-raicoast', '2708_TALK') 2
5062 ('migum_zgraggen-1980-raicoast', '351_TARO') 2
5063 ('migum_zgraggen-1980-raicoast', '410_YAM') 2
5064 ('migum_zgraggen-1980-raicoast', '470_POSSUM') 2
5065 ('migum_zgraggen-1980-raicoast', '700_CARRY') 2
5066 ('migum_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
5067 ('migum_zgraggen-1980-raicoast', '763_SKIN') 2
5068 ('migum_zgraggen-1980-raicoast', '908_DRUM') 2
5069 ('migum_zgraggen-1980-raicoast', '960_WIND') 2
5070 ('migum_zgraggen-1980-raicoast', '970_COCONUT') 4
5071 ('migum_zgraggen-1980-raicoast', '977_ARROW') 4
5072 ('migum_zgraggen-1980-raicoast', '98_ALL') 2
5073 ('minanibai_franklin-1973-b', '1215_THOU') 2
